Date,Value,country
1983-12-31,32155.161943307,SWE
1982-12-31,31569.697161405,SWE
1981-12-31,31198.196717143,SWE
1980-12-31,31094.206244165,SWE
1979-12-31,30636.577532907,SWE
1978-12-31,29568.090937039,SWE
1977-12-31,29143.834305886,SWE
1976-12-31,29721.964307115,SWE
1975-12-31,29517.925160042,SWE
1974-12-31,28897.707179913,SWE
1973-12-31,28083.514205539,SWE
1972-12-31,27058.293843393,SWE
1971-12-31,26531.140941933,SWE
1970-12-31,26464.33573525,SWE
1969-12-31,25190.519561995,SWE
1968-12-31,24157.940216897,SWE
1967-12-31,23441.237889084,SWE
1966-12-31,22852.671164888,SWE
1965-12-31,22598.666261892,SWE
1964-12-31,21972.834698494,SWE
1963-12-31,20723.937843019,SWE
1962-12-31,19786.851530222,SWE
1961-12-31,19083.558969996,SWE
1960-12-31,18142.875876038,SWE
2015-12-31,12793.777326741,VEN
2014-12-31,13708.984743336,VEN
2013-12-31,14462.358180988,VEN
2012-12-31,14473.469852108,VEN
2011-12-31,13902.452289754,VEN
2010-12-31,13545.205838456,VEN
2009-12-31,13961.885774874,VEN
2008-12-31,14652.17842463,VEN
2007-12-31,14143.657950287,VEN
2006-12-31,13221.420660498,VEN
2005-12-31,12237.882953115,VEN
2004-12-31,11285.822526677,VEN
2003-12-31,9710.2652973646,VEN
2002-12-31,10717.138919508,VEN
2001-12-31,11975.330817073,VEN
2000-12-31,11799.83313103,VEN
1999-12-31,11597.945415652,VEN
1998-12-31,12574.690218305,VEN
1997-12-31,12786.990276453,VEN
1996-12-31,12265.309211155,VEN
1995-12-31,12545.197368977,VEN
1994-12-31,12325.100207673,VEN
1993-12-31,12896.422333605,VEN
1992-12-31,13148.144294635,VEN
1991-12-31,12681.573215654,VEN
1990-12-31,11830.632682049,VEN
1989-12-31,11383.359708131,VEN
1988-12-31,12763.57436584,VEN
1987-12-31,12371.988837089,VEN
1986-12-31,12256.107810111,VEN
1985-12-31,11809.618283383,VEN
1984-12-31,12097.971136718,VEN
1983-12-31,12242.074261995,VEN
1982-12-31,13060.088036541,VEN
1981-12-31,13695.116109925,VEN
1980-12-31,14119.321401397,VEN
1979-12-31,15180.239688881,VEN
1978-12-31,15485.959252185,VEN
1977-12-31,15557.265846022,VEN
1976-12-31,15053.376258175,VEN
1975-12-31,14369.029597009,VEN
1974-12-31,14358.9506377,VEN
1973-12-31,14465.325238529,VEN
1972-12-31,13890.415776525,VEN
1971-12-31,14115.006194518,VEN
1970-12-31,14329.419572883,VEN
1969-12-31,13720.57548658,VEN
1968-12-31,14066.963373426,VEN
1967-12-31,13545.978458549,VEN
1966-12-31,13629.562485204,VEN
1965-12-31,13905.719549293,VEN
1964-12-31,13840.853941391,VEN
1963-12-31,12926.571503617,VEN
1962-12-31,12922.104017706,VEN
1961-12-31,12368.949355282,VEN
1960-12-31,12449.499417237,VEN
2016-12-31,76694.002345196,CHE
2015-12-31,76472.459487706,CHE
2014-12-31,76410.856658994,CHE
2013-12-31,75499.70674381,CHE
2012-12-31,74984.13711861,CHE
2011-12-31,75029.757819181,CHE
2010-12-31,74605.721020705,CHE
2009-12-31,73189.192549719,CHE
2008-12-31,75793.633040804,CHE
2007-12-31,75143.702215382,CHE
2006-12-31,72823.837257683,CHE
2005-12-31,70471.438520124,CHE
2004-12-31,68781.612591166,CHE
2003-12-31,67385.297665494,CHE
2002-12-31,67860.244831941,CHE
2001-12-31,68264.526260374,CHE
2000-12-31,67807.92680855,CHE
1999-12-31,65607.209255377,CHE
1998-12-31,64822.294151106,CHE
1997-12-31,63127.739670947,CHE
1996-12-31,61833.00711081,CHE
1995-12-31,61773.096301719,CHE
1994-12-31,61889.665951548,CHE
1993-12-31,61602.790123497,CHE
1992-12-31,62244.796970764,CHE
1991-12-31,62962.391354415,CHE
1990-12-31,64343.518424722,CHE
1989-12-31,62703.528795617,CHE
1988-12-31,60588.597173145,CHE
1987-12-31,59098.518375806,CHE
1986-12-31,58542.711814348,CHE
1985-12-31,57774.344338905,CHE
1984-12-31,55973.701105354,CHE
1983-12-31,54534.426093274,CHE
1982-12-31,54420.971927492,CHE
1981-12-31,55466.163523868,CHE
1980-12-31,54891.434712898,CHE
2016-12-31,47909.404693528,AUT
2015-12-31,47834.787303262,AUT
2014-12-31,47886.559274462,AUT
2013-12-31,47928.762406073,AUT
2012-12-31,48149.722135102,AUT
2011-12-31,48011.705772923,AUT
2010-12-31,46858.043273372,AUT
2009-12-31,46082.050745638,AUT
2008-12-31,48027.52407375,AUT
2007-12-31,47444.021513559,AUT
2006-12-31,45934.535199766,AUT
2005-12-31,44665.708906833,AUT
2004-12-31,44028.529561821,AUT
2003-12-31,43135.404236373,AUT
2002-12-31,43020.739888234,AUT
2001-12-31,42528.701413878,AUT
2000-12-31,42122.936000598,AUT
1999-12-31,40848.408544163,AUT
1998-12-31,39509.573039816,AUT
1997-12-31,38193.281849929,AUT
1996-12-31,37411.651438509,AUT
1995-12-31,36584.780678839,AUT
1994-12-31,35688.669315994,AUT
1993-12-31,34985.886248227,AUT
1992-12-31,35090.721211601,AUT
1991-12-31,34751.514344528,AUT
1990-12-31,33932.391144193,AUT
1989-12-31,32767.965814886,AUT
1988-12-31,31684.32950426,AUT
1987-12-31,30716.827224943,AUT
1986-12-31,30324.714932717,AUT
1985-12-31,29661.367545179,AUT
1984-12-31,28951.882647736,AUT
1983-12-31,28935.223609032,AUT
1982-12-31,28054.419193764,AUT
1981-12-31,27521.028312401,AUT
1980-12-31,27631.171776584,AUT
1979-12-31,27160.913794742,AUT
1978-12-31,25736.050766361,AUT
1977-12-31,25769.507394501,AUT
1976-12-31,24533.12431779,AUT
1975-12-31,23417.654814192,AUT
1974-12-31,23440.868390876,AUT
1973-12-31,22590.260793059,AUT
1972-12-31,21656.662447863,AUT
1971-12-31,20509.682762752,AUT
1970-12-31,19514.869191552,AUT
1969-12-31,18474.540014233,AUT
1968-12-31,17443.704979075,AUT
1967-12-31,16783.88968718,AUT
1966-12-31,16416.00540412,AUT
1965-12-31,15648.526697825,AUT
1964-12-31,15220.819717682,AUT
1963-12-31,14438.356655594,AUT
1962-12-31,13953.950003339,AUT
1961-12-31,13677.464213088,AUT
1960-12-31,13031.031589825,AUT
2016-12-31,18085.089737946,EST
2015-12-31,17733.957655207,EST
2014-12-31,17453.36713299,EST
2013-12-31,16918.587114777,EST
2012-12-31,16538.212595831,EST
2011-12-31,15798.632778768,EST
2010-12-31,14638.604817346,EST
2009-12-31,14282.60349901,EST
2008-12-31,16716.503163248,EST
2007-12-31,17627.029720518,EST
2006-12-31,16285.0067216,EST
2005-12-31,14681.225374748,EST
2004-12-31,13346.398313831,EST
2003-12-31,12481.189613732,EST
2002-12-31,11546.772652366,EST
2001-12-31,10816.60315312,EST
2000-12-31,10108.205291257,EST
1999-12-31,9186.3929544977,EST
1998-12-31,9293.0755097424,EST
1997-12-31,8840.2610569351,EST
1996-12-31,7817.604638303,EST
1995-12-31,7313.7409041802,EST
2016-12-31,45825.490713883,FIN
2015-12-31,45086.735488785,FIN
2014-12-31,45239.368803162,FIN
2013-12-31,45715.646816353,FIN
2012-12-31,46277.556282871,FIN
2011-12-31,47171.0220648,FIN
2010-12-31,46202.415162845,FIN
2009-12-31,45065.753494359,FIN
2008-12-31,49363.697196482,FIN
2007-12-31,49239.193957244,FIN
2006-12-31,47011.657598012,FIN
2005-12-31,45353.259999708,FIN
2004-12-31,44277.84270265,FIN
2003-12-31,42729.024467158,FIN
2002-12-31,41993.689022188,FIN
2001-12-31,41399.943581057,FIN
2000-12-31,40450.373374894,FIN
1999-12-31,38372.222041335,FIN
1998-12-31,36824.847965247,FIN
1997-12-31,35021.58662697,FIN
1996-12-31,33059.096694305,FIN
1995-12-31,31997.004165002,FIN
1994-12-31,30822.608359714,FIN
1993-12-31,29782.543526669,FIN
1992-12-31,30148.435007374,FIN
1991-12-31,31360.954387065,FIN
1990-12-31,33514.923031274,FIN
1989-12-31,33437.884406967,FIN
1988-12-31,31934.107510095,FIN
1987-12-31,30441.131580031,FIN
1986-12-31,29478.42778617,FIN
1985-12-31,28789.486709614,FIN
1984-12-31,27922.283931564,FIN
1983-12-31,27197.714620022,FIN
1982-12-31,26532.209183882,FIN
1981-12-31,25882.207209725,FIN
1980-12-31,25660.58788651,FIN
1979-12-31,24424.29963371,FIN
1978-12-31,22858.81488885,FIN
1977-12-31,22274.200343897,FIN
1976-12-31,22283.226403649,FIN
1975-12-31,22273.793084079,FIN
1974-12-31,21976.229503235,FIN
1973-12-31,21399.00038089,FIN
1972-12-31,20116.005769232,FIN
1971-12-31,18783.126289611,FIN
1970-12-31,18373.79065166,FIN
1969-12-31,17377.440691585,FIN
1968-12-31,15847.101308079,FIN
1967-12-31,15560.018009967,FIN
1966-12-31,15312.411889681,FIN
1965-12-31,15013.662971127,FIN
1964-12-31,14305.213150432,FIN
1963-12-31,13668.943927765,FIN
1962-12-31,13328.081916059,FIN
1961-12-31,13030.459883856,FIN
1960-12-31,12195.328064268,FIN
2016-12-31,42013.28629135,FRA
2015-12-31,41689.707978534,FRA
2014-12-31,41431.039605172,FRA
2013-12-31,41249.451283509,FRA
2012-12-31,41224.72903393,FRA
2011-12-31,41349.190937744,FRA
2010-12-31,40703.342791198,FRA
2009-12-31,40116.379527281,FRA
2008-12-31,41545.293446992,FRA
2007-12-31,41696.690936564,FRA
2006-12-31,40987.552297179,FRA
2005-12-31,40316.809569154,FRA
2004-12-31,39979.118439904,FRA
2003-12-31,39182.78064788,FRA
2002-12-31,39140.714763659,FRA
2001-12-31,38990.305497777,FRA
2000-12-31,38522.21154354,FRA
1999-12-31,37339.982826574,FRA
1998-12-31,36295.93353734,FRA
1997-12-31,35178.938058505,FRA
1996-12-31,34497.285062485,FRA
1995-12-31,34145.704842856,FRA
1994-12-31,33569.329754259,FRA
1993-12-31,32922.364116787,FRA
1992-12-31,33269.147477228,FRA
1991-12-31,32908.55740713,FRA
1990-12-31,32596.005187623,FRA
1989-12-31,31852.750006031,FRA
1988-12-31,30706.691071636,FRA
1987-12-31,29499.257296463,FRA
1986-12-31,28934.193413759,FRA
1985-12-31,28437.24977999,FRA
1984-12-31,28144.023418986,FRA
1983-12-31,27876.663650796,FRA
1982-12-31,27677.450585212,FRA
1981-12-31,27132.702886216,FRA
1980-12-31,26962.258782852,FRA
1979-12-31,26641.929480773,FRA
1978-12-31,25811.802597908,FRA
1977-12-31,24907.28418889,FRA
1976-12-31,24174.746997999,FRA
1975-12-31,23298.340491745,FRA
1974-12-31,23690.600277538,FRA
1973-12-31,22903.302398175,FRA
1972-12-31,21739.884077143,FRA
1971-12-31,20985.170601888,FRA
1970-12-31,20090.770922721,FRA
1969-12-31,19148.508776073,FRA
1968-12-31,18023.810837596,FRA
1967-12-31,17409.965936338,FRA
1966-12-31,16764.23192106,FRA
1965-12-31,16087.922986158,FRA
1964-12-31,15532.634725898,FRA
1963-12-31,14775.059156282,FRA
1962-12-31,14224.481981772,FRA
1961-12-31,13524.449289875,FRA
1960-12-31,12991.267715789,FRA
2016-12-31,22749.310318622,GRC
2015-12-31,22648.769881399,GRC
2014-12-31,22565.680482543,GRC
2013-12-31,22251.257292413,GRC
2012-12-31,22830.526778772,GRC
2011-12-31,24495.71113452,GRC
2010-12-31,26917.758978725,GRC
2009-12-31,28514.810094261,GRC
2008-12-31,29874.743445673,GRC
2007-12-31,30054.88938838,GRC
2006-12-31,29176.39286649,GRC
2005-12-31,27698.510614847,GRC
2004-12-31,27614.405934628,GRC
2003-12-31,26349.277336236,GRC
2002-12-31,24965.594027122,GRC
2001-12-31,24111.417453533,GRC
2000-12-31,23275.44430605,GRC
1999-12-31,22489.315960045,GRC
1998-12-31,21902.738778458,GRC
1997-12-31,21198.790649606,GRC
1996-12-31,20389.318015387,GRC
1995-12-31,19909.529603091,GRC
1994-12-31,19591.399522049,GRC
1993-12-31,19303.666984465,GRC
1992-12-31,19733.290413085,GRC
1991-12-31,19746.382135944,GRC
1990-12-31,19383.934648323,GRC
1989-12-31,19590.06778638,GRC
1988-12-31,18971.64350581,GRC
1987-12-31,18257.804026946,GRC
1986-12-31,18742.316058041,GRC
1985-12-31,18707.568983241,GRC
1984-12-31,18320.584197745,GRC
1983-12-31,18049.183742024,GRC
1982-12-31,18352.439856488,GRC
1981-12-31,18677.475073221,GRC
1980-12-31,19143.124111028,GRC
1979-12-31,19202.055082615,GRC
1978-12-31,18825.090623972,GRC
1977-12-31,17782.120845891,GRC
1976-12-31,17500.312920664,GRC
1975-12-31,16634.474831323,GRC
1974-12-31,15786.269580038,GRC
1973-12-31,16934.802445068,GRC
1972-12-31,15738.282473094,GRC
1971-12-31,14379.900745062,GRC
1970-12-31,13392.308135886,GRC
1969-12-31,12434.225112683,GRC
1968-12-31,11355.574261331,GRC
1967-12-31,10715.588297467,GRC
1966-12-31,10241.814961917,GRC
1965-12-31,9724.5722020118,GRC
1964-12-31,8931.2839121288,GRC
1963-12-31,8279.9428073123,GRC
1962-12-31,7545.8572161694,GRC
1961-12-31,7476.2974573407,GRC
1960-12-31,6779.8867829559,GRC
2016-12-31,14009.998440332,URY
2015-12-31,13859.40739767,URY
2014-12-31,13856.695184356,URY
2013-12-31,13467.437839305,URY
2012-12-31,12913.10407951,URY
2011-12-31,12512.913481831,URY
2010-12-31,11938.21200471,URY
2009-12-31,11112.456033272,URY
2008-12-31,10698.052015718,URY
2007-12-31,10014.872020054,URY
2006-12-31,9424.5169938065,URY
2005-12-31,9068.2392115989,URY
2004-12-31,8442.549557559,URY
2003-12-31,8036.4792262401,URY
2002-12-31,7967.1625668353,URY
2001-12-31,8636.5452682747,URY
2000-12-31,8997.6601249686,URY
1999-12-31,9207.792289212,URY
1998-12-31,9438.8830569422,URY
1997-12-31,9089.1229066613,URY
1996-12-31,8432.6211424503,URY
1995-12-31,8044.6417504367,URY
1994-12-31,8221.9494453662,URY
1993-12-31,7720.4666027512,URY
1992-12-31,7576.1460892829,URY
1991-12-31,7070.5058981839,URY
1990-12-31,6877.2871745716,URY
1989-12-31,6903.5250046641,URY
1988-12-31,6872.3892595771,URY
1987-12-31,6814.5813387291,URY
1986-12-31,6349.6039706169,URY
1985-12-31,5872.5709553181,URY
1984-12-31,5824.9464688902,URY
1983-12-31,5930.2840313372,URY
1982-12-31,6652.2675773558,URY
1981-12-31,7419.9144018283,URY
1980-12-31,7354.2275417912,URY
1979-12-31,6995.6121789294,URY
1978-12-31,6633.1998108845,URY
1977-12-31,6336.4676229953,URY
1976-12-31,6280.0222635479,URY
1975-12-31,6066.2649826528,URY
1974-12-31,5730.0201632836,URY
1973-12-31,5572.7075583216,URY
1972-12-31,5558.6781305977,URY
1971-12-31,5639.3436581832,URY
1970-12-31,5670.6107163349,URY
1969-12-31,5570.5763969436,URY
1968-12-31,5300.4182441298,URY
1967-12-31,5248.8414252049,URY
1966-12-31,5502.5233747565,URY
1965-12-31,5395.1508880843,URY
1964-12-31,5397.7101310184,URY
1963-12-31,5329.6251424741,URY
1962-12-31,5384.392964283,URY
1961-12-31,5539.0189534783,URY
1960-12-31,5474.6215284448,URY
2016-12-31,34377.925750385,ITA
2015-12-31,33984.08746205,ITA
2014-12-31,33615.971781868,ITA
2013-12-31,33887.298167457,ITA
2012-12-31,34885.296895521,ITA
2011-12-31,35994.133581677,ITA
2010-12-31,35849.37319794,ITA
2009-12-31,35363.400461947,ITA
2008-12-31,37585.337352567,ITA
2007-12-31,38236.79561084,ITA
2006-12-31,37872.168355893,ITA
2005-12-31,37238.936529134,ITA
2004-12-31,37070.330515545,ITA
2003-12-31,36729.975541132,ITA
2002-12-31,36837.863985999,ITA
2001-12-31,36801.29381055,ITA
2000-12-31,36180.77833329,ITA
1999-12-31,34902.262126968,ITA
1998-12-31,34371.982018141,ITA
1997-12-31,33835.073132891,ITA
1996-12-31,33242.852299126,ITA
1995-12-31,32829.882751887,ITA
1994-12-31,31909.236710549,ITA
1993-12-31,31243.679022655,ITA
1992-12-31,31531.690020387,ITA
1991-12-31,31292.053094607,ITA
1990-12-31,30839.278333373,ITA
1989-12-31,30264.126825698,ITA
1988-12-31,29294.235129817,ITA
1987-12-31,28128.575136851,ITA
1986-12-31,27261.276625182,ITA
1985-12-31,26504.734260523,ITA
1984-12-31,25790.747981344,ITA
1983-12-31,24990.360939223,ITA
1982-12-31,24710.516523946,ITA
1981-12-31,24626.975675402,ITA
1980-12-31,24450.144305062,ITA
1979-12-31,23688.059146544,ITA
1978-12-31,22420.573880716,ITA
1977-12-31,21794.433662937,ITA
1976-12-31,21340.765803623,ITA
1975-12-31,20020.922571947,ITA
1974-12-31,20570.818383541,ITA
1973-12-31,19626.393604059,ITA
1972-12-31,18445.545571081,ITA
1971-12-31,17890.321293041,ITA
1970-12-31,17653.015557324,ITA
1969-12-31,16858.407590742,ITA
1968-12-31,15979.657538334,ITA
1967-12-31,15093.147256706,ITA
1966-12-31,14184.531875176,ITA
1965-12-31,13487.990045915,ITA
1964-12-31,13171.602085541,ITA
1963-12-31,12918.967451278,ITA
1962-12-31,12322.314514588,ITA
1961-12-31,11681.305473502,ITA
1960-12-31,10867.703659366,ITA
2016-12-31,45430.913067262,BEL
2015-12-31,45068.2542754,BEL
2014-12-31,44702.316894769,BEL
2013-12-31,44209.743354392,BEL
2012-12-31,44337.576770047,BEL
2011-12-31,44556.03680718,BEL
2010-12-31,44380.176632731,BEL
2009-12-31,43591.271882782,BEL
2008-12-31,44956.367334476,BEL
2007-12-31,44960.797862964,BEL
2006-12-31,43782.139554495,BEL
2005-12-31,42994.363653656,BEL
2004-12-31,42344.694833399,BEL
2003-12-31,41036.798264122,BEL
2002-12-31,40892.217724961,BEL
2001-12-31,40357.370757271,BEL
2000-12-31,40170.418927122,BEL
1999-12-31,38856.063498505,BEL
1998-12-31,37605.228055292,BEL
1997-12-31,36955.636196479,BEL
1996-12-31,35719.810234415,BEL
1995-12-31,35228.341916519,BEL
1994-12-31,34479.937551965,BEL
1993-12-31,33505.165502707,BEL
1992-12-31,33962.986385672,BEL
1991-12-31,33586.958310495,BEL
1990-12-31,33105.155243301,BEL
1989-12-31,32193.979305501,BEL
1988-12-31,31227.791748772,BEL
1987-12-31,29914.315472697,BEL
1986-12-31,29264.78991112,BEL
1985-12-31,28751.15909668,BEL
1984-12-31,28292.392599039,BEL
1983-12-31,27610.975418022,BEL
1982-12-31,27522.953628916,BEL
1981-12-31,27352.729595563,BEL
1980-12-31,27428.611886135,BEL
1979-12-31,26290.494179337,BEL
1978-12-31,25712.194118783,BEL
1977-12-31,25025.009881163,BEL
1976-12-31,24900.017108311,BEL
1975-12-31,23609.937103869,BEL
1974-12-31,24153.099161634,BEL
1973-12-31,23171.379356653,BEL
1972-12-31,21850.002871816,BEL
1971-12-31,20832.52408208,BEL
1970-12-31,20105.220065051,BEL
1969-12-31,19026.429650373,BEL
1968-12-31,17894.043802698,BEL
1967-12-31,17241.44737067,BEL
1966-12-31,16692.016988659,BEL
1965-12-31,16291.019656531,BEL
1964-12-31,15874.404690156,BEL
1963-12-31,14983.042605727,BEL
1962-12-31,14465.977429272,BEL
1961-12-31,13804.199347658,BEL
1960-12-31,13193.314941361,BEL
2016-12-31,22428.114679829,PRT
2015-12-31,22016.836917757,PRT
2014-12-31,21533.489987632,PRT
2013-12-31,21228.089609945,PRT
2012-12-31,21353.230257394,PRT
2011-12-31,22159.475424944,PRT
2010-12-31,22538.654077348,PRT
2009-12-31,22128.84552019,PRT
2008-12-31,22829.847870905,PRT
2007-12-31,22817.321549183,PRT
2006-12-31,22306.284051793,PRT
2005-12-31,22004.799553993,PRT
2004-12-31,21877.906941982,PRT
2003-12-31,21540.069584947,PRT
2002-12-31,21824.975490123,PRT
2001-12-31,21777.407881923,PRT
2000-12-31,21513.459730186,PRT
1999-12-31,20874.578329461,PRT
1998-12-31,20207.283547333,PRT
1997-12-31,19380.975430628,PRT
1996-12-31,18642.539423436,PRT
1995-12-31,18080.547069871,PRT
1994-12-31,17398.127512222,PRT
1993-12-31,17278.299460034,PRT
1992-12-31,17660.295377923,PRT
1991-12-31,17456.386727169,PRT
1990-12-31,16687.265088922,PRT
1989-12-31,16018.13489671,PRT
1988-12-31,15026.946811873,PRT
1987-12-31,13965.446724704,PRT
1986-12-31,13124.178652521,PRT
1985-12-31,12613.789583381,PRT
1984-12-31,12302.942724487,PRT
1983-12-31,12586.977766372,PRT
1982-12-31,12667.44163342,PRT
1981-12-31,12478.652886101,PRT
1980-12-31,12386.890619477,PRT
1979-12-31,11972.131532026,PRT
1978-12-31,11455.210247431,PRT
1977-12-31,11262.332703652,PRT
1976-12-31,10778.663067104,PRT
1975-12-31,10373.803276488,PRT
1974-12-31,11265.41683074,PRT
1973-12-31,11294.575491841,PRT
1972-12-31,10160.073312861,PRT
1971-12-31,9391.6069294462,PRT
1970-12-31,8770.3105714128,PRT
1969-12-31,7719.3183173666,PRT
1968-12-31,7491.4804430031,PRT
1967-12-31,6851.4143381971,PRT
1966-12-31,6330.4905874418,PRT
1965-12-31,6036.7571388044,PRT
1964-12-31,5594.3488897873,PRT
1963-12-31,5265.1803763893,PRT
1962-12-31,4993.1868626529,PRT
1961-12-31,4717.324194984,PRT
1960-12-31,4506.0504259528,PRT
2016-12-31,31532.816377945,ESP
2015-12-31,30530.566662431,ESP
2014-12-31,29496.378933678,ESP
2013-12-31,29008.020983897,ESP
2012-12-31,29414.856920741,ESP
2011-12-31,30321.704868899,ESP
2010-12-31,30736.627853081,ESP
2009-12-31,30874.126012677,ESP
2008-12-31,32303.241480606,ESP
2007-12-31,32459.917375867,ESP
2006-12-31,31865.369166663,ESP
2005-12-31,31110.014128239,ESP
2004-12-31,30504.35743061,ESP
2003-12-31,30082.626478761,ESP
2002-12-31,29685.363949467,ESP
2001-12-31,29264.881452913,ESP
2000-12-31,28335.001833327,ESP
1999-12-31,27032.220713912,ESP
1998-12-31,25977.000983016,ESP
1997-12-31,25007.89436668,ESP
1996-12-31,24219.327584894,ESP
1995-12-31,23686.843485455,ESP
1994-12-31,23153.172795544,ESP
1993-12-31,22722.154679239,ESP
1992-12-31,23078.336092364,ESP
1991-12-31,22978.125019002,ESP
1990-12-31,22464.732915399,ESP
1989-12-31,21668.25805001,ESP
1988-12-31,20702.919182787,ESP
1987-12-31,19741.189229147,ESP
1986-12-31,18752.240533953,ESP
1985-12-31,18215.736203743,ESP
1984-12-31,17867.090453674,ESP
1983-12-31,17626.854552996,ESP
1982-12-31,17404.853102393,ESP
1981-12-31,17294.100112127,ESP
1980-12-31,17440.581376961,ESP
1979-12-31,17201.257625577,ESP
1978-12-31,17346.364837735,ESP
1977-12-31,17261.656997834,ESP
1976-12-31,16958.830442959,ESP
1975-12-31,16590.8824113,ESP
1974-12-31,16680.808070351,ESP
1973-12-31,15966.916334018,ESP
1972-12-31,14977.779903375,ESP
1971-12-31,14002.872852963,ESP
1970-12-31,13542.982768776,ESP
1969-12-31,13130.818421526,ESP
1968-12-31,12176.30755939,ESP
1967-12-31,11573.09776446,ESP
1966-12-31,11229.026186585,ESP
1965-12-31,10578.109145239,ESP
1964-12-31,10064.264806206,ESP
1963-12-31,9652.3743060407,ESP
1962-12-31,8884.7748093048,ESP
1961-12-31,8155.1745418389,ESP
1960-12-31,7359.9677893915,ESP
2016-12-31,45745.789903694,DEU
2015-12-31,45412.556808231,DEU
2014-12-31,45022.565348642,DEU
2013-12-31,44354.736886527,DEU
2012-12-31,44259.259905398,DEU
2011-12-31,44125.33141165,DEU
2010-12-31,41785.556912554,DEU
2009-12-31,40086.104759442,DEU
2008-12-31,42365.097495581,DEU
2007-12-31,41831.86708831,DEU
2006-12-31,40456.857380277,DEU
2005-12-31,38969.321698063,DEU
2004-12-31,38673.888113205,DEU
2003-12-31,38218.349645593,DEU
2002-12-31,38512.920041102,DEU
2001-12-31,38577.72562933,DEU
2000-12-31,37998.425311999,DEU
1999-12-31,36955.2896071,DEU
1998-12-31,36258.674431708,DEU
1997-12-31,35560.209285945,DEU
1996-12-31,34965.690886471,DEU
1995-12-31,34782.568625305,DEU
1994-12-31,34289.124749287,DEU
1993-12-31,33583.006035725,DEU
1992-12-31,34130.852397553,DEU
1991-12-31,33742.219217105,DEU
1990-12-31,32337.10102262,DEU
1989-12-31,30988.589460293,DEU
1988-12-31,30057.941478281,DEU
1987-12-31,29096.910184917,DEU
1986-12-31,28738.682611765,DEU
1985-12-31,28108.893012879,DEU
1984-12-31,27408.099813402,DEU
1983-12-31,26563.64493614,DEU
1982-12-31,26083.952145012,DEU
1981-12-31,26162.454627436,DEU
1980-12-31,26064.389313911,DEU
1979-12-31,25755.657806877,DEU
1978-12-31,24740.236526927,DEU
1977-12-31,23996.772912163,DEU
1976-12-31,23167.059261497,DEU
1975-12-31,21980.087889773,DEU
1974-12-31,22089.748966184,DEU
1973-12-31,21903.403507481,DEU
1972-12-31,20970.626432632,DEU
1971-12-31,20202.433743006,DEU
1970-12-31,19624.74975903,DEU
2016-12-31,69632.268574135,IRL
2015-12-31,67590.370360067,IRL
2014-12-31,54527.29072062,IRL
2013-12-31,50542.409847235,IRL
2012-12-31,49851.023053929,IRL
2011-12-31,49942.511054096,IRL
2010-12-31,48671.888119346,IRL
2009-12-31,48071.729728134,IRL
2008-12-31,50918.348600038,IRL
2007-12-31,54096.271703614,IRL
2006-12-31,52926.193922425,IRL
2005-12-31,51527.335087587,IRL
2004-12-31,49678.420304001,IRL
2003-12-31,47426.391081894,IRL
2002-12-31,46746.990967084,IRL
2001-12-31,44719.92334122,IRL
2000-12-31,42945.25658618,IRL
1999-12-31,39724.030612451,IRL
1998-12-31,36318.135847469,IRL
1997-12-31,33823.85096656,IRL
1996-12-31,30977.208033019,IRL
1995-12-31,28961.601886264,IRL
1994-12-31,26552.306536526,IRL
1993-12-31,25206.345352506,IRL
1992-12-31,24668.427932173,IRL
1991-12-31,24033.789876621,IRL
1990-12-31,23714.755485134,IRL
1989-12-31,21882.125967071,IRL
1988-12-31,20598.036201978,IRL
1987-12-31,19493.093922948,IRL
1986-12-31,18626.542357652,IRL
1985-12-31,18715.170621126,IRL
1984-12-31,18184.062463811,IRL
1983-12-31,17533.621182969,IRL
1982-12-31,17701.610762175,IRL
1981-12-31,17470.817503282,IRL
1980-12-31,17107.740188391,IRL
1979-12-31,16788.774795098,IRL
1978-12-31,16506.689845503,IRL
1977-12-31,15619.990792947,IRL
1976-12-31,14631.526836438,IRL
1975-12-31,14649.677637786,IRL
1974-12-31,14095.384557076,IRL
1973-12-31,13745.264555687,IRL
1972-12-31,13337.765846343,IRL
1971-12-31,12712.458209466,IRL
1970-12-31,12323.690541282,IRL
2016-12-31,52304.298020626,NLD
2015-12-31,51410.489301743,NLD
2014-12-31,50497.236798674,NLD
2013-12-31,49969.850270252,NLD
2012-12-31,50212.964114136,NLD
2011-12-31,50937.552937631,NLD
2010-12-31,50338.254827372,NLD
2009-12-31,49897.225168326,NLD
2008-12-31,52118.092555447,NLD
2007-12-31,51447.259586008,NLD
2006-12-31,49720.394858048,NLD
2005-12-31,48107.585489724,NLD
2004-12-31,47200.424693034,NLD
2003-12-31,46422.024850388,NLD
2002-12-31,46509.517137553,NLD
2001-12-31,46758.876750027,NLD
2000-12-31,46133.176346003,NLD
1999-12-31,44574.688462432,NLD
1998-12-31,42714.513014144,NLD
1997-12-31,41117.963290655,NLD
1996-12-31,39626.292664383,NLD
1995-12-31,38438.553843513,NLD
1994-12-31,37461.566161372,NLD
1993-12-31,36604.233481752,NLD
1992-12-31,36402.472894234,NLD
1991-12-31,36063.47085056,NLD
1990-12-31,35483.299495835,NLD
1989-12-31,34293.892137765,NLD
1988-12-31,33039.841990414,NLD
1987-12-31,32147.728555324,NLD
1986-12-31,31739.396450657,NLD
